image,label
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000100.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000101.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000103.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000106.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000107.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000108.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000110.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000111.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000112.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000117.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000118.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000121.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000122.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000124.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000126.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000128.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000131.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000132.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000133.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000139.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000140.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000141.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000142.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000145.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000146.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000147.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000148.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000149.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000151.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000155.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000156.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000157.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000159.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000161.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000162.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000163.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000165.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000167.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000168.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000170.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000172.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000173.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000174.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000175.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000176.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000177.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000178.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000179.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000180.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000183.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000184.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000185.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000186.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000189.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000190.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000191.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000192.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000198.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000201.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000204.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000207.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000208.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000211.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000216.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000217.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000218.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000219.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000222.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000225.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000228.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000231.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000232.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000233.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000236.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000238.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000239.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000240.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000241.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000243.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000246.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000247.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000249.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000251.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000252.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000254.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000256.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000257.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000258.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000259.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000260.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000262.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000263.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000267.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000268.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000269.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000270.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000271.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000273.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000275.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000278.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000279.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000280.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000281.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000285.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000287.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000288.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000289.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000290.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000291.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000292.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000296.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000301.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000302.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000303.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000304.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000305.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000308.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000309.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000312.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000315.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000317.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000319.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000322.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000323.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000325.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000326.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000327.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000328.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000332.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000334.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000337.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000338.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000341.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000342.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000343.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000344.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000345.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000347.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000348.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000349.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000351.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000353.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000354.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000356.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000357.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000359.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000361.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000364.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000365.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000369.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000371.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000372.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000373.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000374.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000375.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000379.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000381.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000382.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000384.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000387.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000388.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000391.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000392.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000394.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000395.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000396.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000397.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000399.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000404.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000407.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000410.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000411.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000412.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000415.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000419.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000420.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000421.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000422.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000423.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000424.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000426.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000431.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000432.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000435.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000436.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000441.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000442.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000445.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000446.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000451.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000454.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000455.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000457.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000458.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000462.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000463.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000464.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000466.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000467.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000468.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000469.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000470.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000471.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000472.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000475.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000476.jpg,1
c:\Users\ronal\OneDrive\Desktop\dirac\emotion\celebA\Dataset\Train\Female\000478.jpg,1
